ENSG	name	logFC	P.Value
ENSG00000267179	CTD-2006C1.13	-2.44e-01	2.16e-01
ENSG00000248712	CCDC153	-1.35e-01	2.16e-01
ENSG00000168434	COG7	-4.11e-02	2.17e-01
ENSG00000137500	CCDC90B	-5.78e-02	2.17e-01
ENSG00000182224	CYB5D1	-7.17e-02	2.17e-01
ENSG00000198920	KIAA0753	-6.30e-02	2.17e-01
ENSG00000100614	PPM1A	-4.18e-02	2.17e-01
ENSG00000115652	UXS1	-6.71e-02	2.17e-01
ENSG00000241553	ARPC4	 5.38e-02	2.17e-01
ENSG00000198734	F5	 2.70e-01	2.17e-01
ENSG00000148834	GSTO1	 1.20e-01	2.17e-01
ENSG00000164104	HMGB2	-1.03e-01	2.17e-01
ENSG00000005471	ABCB4	 1.33e-01	2.17e-01
ENSG00000161649	CD300LG	-1.69e-01	2.17e-01
ENSG00000253710	ALG11	-4.74e-02	2.17e-01
ENSG00000204576	PRR3	 6.29e-02	2.17e-01
ENSG00000127328	RAB3IP	-9.74e-02	2.17e-01
ENSG00000270647	TAF15	-7.11e-02	2.17e-01
ENSG00000118939	UCHL3	 1.40e-01	2.17e-01
ENSG00000105251	SHD	-4.50e-01	2.17e-01
ENSG00000108443	RPS6KB1	 5.94e-02	2.17e-01
ENSG00000198785	GRIN3A	-2.76e-01	2.17e-01
ENSG00000101605	MYOM1	-7.34e-02	2.18e-01
ENSG00000129007	CALML4	-2.44e-01	2.18e-01
ENSG00000112658	SRF	 4.82e-02	2.18e-01
ENSG00000100991	TRPC4AP	 4.15e-02	2.18e-01
ENSG00000104884	ERCC2	 6.69e-02	2.18e-01
ENSG00000168374	ARF4	 4.76e-02	2.18e-01
ENSG00000180089	TMEM86B	 1.15e-01	2.18e-01
ENSG00000171314	PGAM1	 7.10e-02	2.18e-01
ENSG00000102032	RENBP	-1.23e-01	2.18e-01
ENSG00000198270	TMEM116	-8.01e-02	2.18e-01
ENSG00000184787	UBE2G2	-3.65e-02	2.18e-01
ENSG00000186994	KANK3	-9.51e-02	2.18e-01
ENSG00000164659	KIAA1324L	 1.09e-01	2.18e-01
ENSG00000103245	NARFL	-5.29e-02	2.18e-01
ENSG00000100060	MFNG	-7.68e-02	2.18e-01
ENSG00000186866	POFUT2	-5.53e-02	2.18e-01
ENSG00000131730	CKMT2	-1.68e-01	2.19e-01
ENSG00000108298	RPL19	 4.89e-02	2.19e-01
ENSG00000124222	STX16	-8.58e-02	2.19e-01
ENSG00000166188	ZNF319	 6.68e-02	2.19e-01
ENSG00000113088	GZMK	-3.11e-01	2.19e-01
ENSG00000100580	TMED8	-5.46e-02	2.19e-01
ENSG00000272047	GTF2H5	-6.98e-02	2.19e-01
ENSG00000075856	SART3	 2.86e-02	2.19e-01
ENSG00000112419	PHACTR2	 7.17e-02	2.19e-01
ENSG00000197183	NOL4L	-1.27e-01	2.19e-01
ENSG00000087253	LPCAT2	-8.63e-02	2.19e-01
ENSG00000108352	RAPGEFL1	 1.36e-01	2.19e-01
ENSG00000144354	CDCA7	-2.38e-01	2.19e-01
ENSG00000084444	FAM234B	-9.19e-02	2.19e-01
ENSG00000132676	DAP3	 4.90e-02	2.20e-01
ENSG00000065970	FOXJ2	-7.46e-02	2.20e-01
ENSG00000174243	DDX23	 4.57e-02	2.20e-01
ENSG00000181404	WASHC1	-9.94e-02	2.20e-01
ENSG00000116771	AGMAT	-2.32e-01	2.20e-01
ENSG00000137100	DCTN3	 5.30e-02	2.20e-01
ENSG00000175536	LIPT2	 1.27e-01	2.20e-01
ENSG00000169427	KCNK9	 2.83e-01	2.20e-01
ENSG00000140030	GPR65	 1.91e-01	2.20e-01
ENSG00000196502	SULT1A1	-1.37e-01	2.20e-01
ENSG00000116560	SFPQ	-8.26e-02	2.20e-01
ENSG00000137843	PAK6	 1.77e-01	2.20e-01
ENSG00000171223	JUNB	 2.61e-01	2.20e-01
ENSG00000099284	H2AFY2	 9.87e-02	2.21e-01
ENSG00000155886	SLC24A2	-3.60e-01	2.21e-01
ENSG00000162144	CYB561A3	 8.02e-02	2.21e-01
ENSG00000122507	BBS9	-6.18e-02	2.21e-01
ENSG00000071539	TRIP13	-1.35e-01	2.21e-01
ENSG00000141295	SCRN2	 7.82e-02	2.21e-01
ENSG00000005436	GCFC2	 9.89e-02	2.21e-01
ENSG00000125878	TCF15	-1.74e-01	2.21e-01
ENSG00000042429	MED17	-5.44e-02	2.21e-01
ENSG00000027644	INSRR	-2.73e-01	2.21e-01
ENSG00000198342	ZNF442	-1.10e-01	2.21e-01
ENSG00000108788	MLX	 6.37e-02	2.22e-01
ENSG00000114547	ROPN1B	 2.75e-01	2.22e-01
ENSG00000162368	CMPK1	 4.69e-02	2.22e-01
ENSG00000148843	PDCD11	-5.22e-02	2.22e-01
ENSG00000156140	ADAMTS3	 1.94e-01	2.22e-01
ENSG00000164930	FZD6	-1.02e-01	2.22e-01
ENSG00000255104	AC005324.8	-3.89e-01	2.22e-01
ENSG00000137692	DCUN1D5	 7.49e-02	2.22e-01
ENSG00000188322	SBK1	-1.38e-01	2.22e-01
ENSG00000152240	HAUS1	 1.01e-01	2.22e-01
ENSG00000239704	CDRT4	-4.25e-01	2.22e-01
ENSG00000211448	DIO2	 2.24e-01	2.22e-01
ENSG00000120963	ZNF706	-5.59e-02	2.22e-01
ENSG00000101463	SYNDIG1	 5.88e-01	2.22e-01
ENSG00000024862	CCDC28A	-6.50e-02	2.22e-01
ENSG00000095139	ARCN1	-4.28e-02	2.22e-01
ENSG00000149809	TM7SF2	 9.64e-02	2.23e-01
ENSG00000163214	DHX57	 4.72e-02	2.23e-01
ENSG00000094841	UPRT	 5.60e-02	2.23e-01
ENSG00000038219	BOD1L1	-5.45e-02	2.23e-01
ENSG00000114251	WNT5A	-1.21e-01	2.23e-01
ENSG00000173762	CD7	 2.79e-01	2.23e-01
ENSG00000158864	NDUFS2	-9.14e-02	2.23e-01
ENSG00000185960	SHOX	 3.23e-01	2.23e-01
ENSG00000146463	ZMYM4	-3.39e-02	2.23e-01
ENSG00000128342	LIF	 2.03e-01	2.23e-01
ENSG00000088888	MAVS	-6.66e-02	2.23e-01
ENSG00000151876	FBXO4	-6.30e-02	2.24e-01
ENSG00000255837	TAS2R20	 1.13e-01	2.24e-01
ENSG00000162396	PARS2	-8.24e-02	2.24e-01
ENSG00000188157	AGRN	 1.22e-01	2.24e-01
ENSG00000010244	ZNF207	-6.02e-02	2.24e-01
ENSG00000282246	RP11-295P9.13	 5.15e-01	2.24e-01
ENSG00000163714	U2SURP	-4.65e-02	2.24e-01
ENSG00000170876	TMEM43	 1.12e-01	2.24e-01
ENSG00000109534	GAR1	 6.91e-02	2.24e-01
ENSG00000204991	SPIRE2	-2.20e-01	2.24e-01
ENSG00000263956	NBPF11	-7.87e-02	2.24e-01
ENSG00000149577	SIDT2	-6.54e-02	2.24e-01
ENSG00000176095	IP6K1	-4.03e-02	2.24e-01
ENSG00000087586	AURKA	-2.08e-01	2.24e-01
ENSG00000239605	C2orf61	 2.45e-01	2.25e-01
ENSG00000171056	SOX7	-1.05e-01	2.25e-01
ENSG00000152127	MGAT5	-7.26e-02	2.25e-01
ENSG00000158106	RHPN1	 1.50e-01	2.25e-01
ENSG00000168229	PTGDR	-1.83e-01	2.25e-01
ENSG00000148225	WDR31	-1.43e-01	2.25e-01
ENSG00000149308	NPAT	-4.27e-02	2.25e-01
ENSG00000221818	EBF2	-9.11e-02	2.25e-01
ENSG00000131019	ULBP3	-2.52e-01	2.25e-01
ENSG00000108556	CHRNE	-3.40e-01	2.25e-01
ENSG00000112874	NUDT12	-7.42e-02	2.25e-01
ENSG00000053501	USE1	 6.72e-02	2.25e-01
ENSG00000184983	NDUFA6	-8.52e-02	2.25e-01
ENSG00000107742	SPOCK2	 1.63e-01	2.25e-01
ENSG00000188897	CTD-3088G3.8	 2.70e-01	2.26e-01
ENSG00000054654	SYNE2	-5.73e-02	2.26e-01
ENSG00000119596	YLPM1	-6.30e-02	2.26e-01
ENSG00000112837	TBX18	-1.41e-01	2.26e-01
ENSG00000126947	ARMCX1	 8.98e-02	2.26e-01
ENSG00000070731	ST6GALNAC2	 1.25e-01	2.26e-01
ENSG00000066735	KIF26A	-1.22e-01	2.26e-01
ENSG00000110693	SOX6	-8.25e-02	2.26e-01
ENSG00000163945	UVSSA	-1.11e-01	2.26e-01
ENSG00000214435	AS3MT	-2.87e-01	2.26e-01
ENSG00000005156	LIG3	 4.54e-02	2.26e-01
ENSG00000215301	DDX3X	 3.66e-02	2.26e-01
ENSG00000179918	SEPHS2	 7.63e-02	2.26e-01
ENSG00000115085	ZAP70	 1.58e-01	2.26e-01
ENSG00000133433	GSTT2B	 2.62e-01	2.26e-01
ENSG00000104133	SPG11	-5.48e-02	2.26e-01
ENSG00000167740	CYB5D2	-8.24e-02	2.26e-01
ENSG00000115468	EFHD1	-9.63e-02	2.26e-01
ENSG00000106153	CHCHD2	 5.69e-02	2.27e-01
ENSG00000128989	ARPP19	 5.33e-02	2.27e-01
ENSG00000197208	SLC22A4	 1.67e-01	2.27e-01
ENSG00000187492	CDHR4	-2.47e-01	2.27e-01
ENSG00000143162	CREG1	 6.27e-02	2.27e-01
ENSG00000254996	ANKHD1-EIF4EBP3	-8.35e-02	2.27e-01
ENSG00000285077	ARHGAP11B	 2.14e-01	2.27e-01
ENSG00000221866	PLXNA4	-2.17e-01	2.27e-01
ENSG00000178149	DALRD3	 6.57e-02	2.27e-01
ENSG00000122786	CALD1	-1.50e-01	2.27e-01
ENSG00000089818	NECAP1	-5.57e-02	2.27e-01
ENSG00000012061	ERCC1	 5.21e-02	2.27e-01
ENSG00000224712	NPIPA3	-4.50e-01	2.28e-01
ENSG00000242265	PEG10	-2.47e-01	2.28e-01
ENSG00000050555	LAMC3	-4.03e-01	2.28e-01
ENSG00000133256	PDE6B	-1.72e-01	2.28e-01
ENSG00000119638	NEK9	-3.42e-02	2.28e-01
ENSG00000105229	PIAS4	 6.32e-02	2.28e-01
ENSG00000129214	SHBG	 1.85e-01	2.28e-01
ENSG00000157017	GHRL	 1.84e-01	2.28e-01
ENSG00000166507	NDST2	 4.71e-02	2.28e-01
ENSG00000160862	AZGP1	-7.19e-01	2.28e-01
ENSG00000196459	TRAPPC2	-5.30e-02	2.28e-01
ENSG00000152422	XRCC4	 1.19e-01	2.28e-01
ENSG00000077942	FBLN1	-1.73e-01	2.28e-01
ENSG00000173542	MOB1B	-1.00e-01	2.29e-01
ENSG00000139625	MAP3K12	-1.03e-01	2.29e-01
ENSG00000179562	GCC1	 4.15e-02	2.29e-01
ENSG00000128944	KNSTRN	 1.05e-01	2.29e-01
ENSG00000114439	BBX	-4.79e-02	2.29e-01
ENSG00000100344	PNPLA3	 4.36e-01	2.29e-01
ENSG00000149554	CHEK1	-1.03e-01	2.29e-01
ENSG00000076003	MCM6	 4.50e-02	2.29e-01
ENSG00000141562	NARF	 5.92e-02	2.29e-01
ENSG00000071991	CDH19	-3.08e-01	2.29e-01
ENSG00000167216	KATNAL2	-1.70e-01	2.29e-01
ENSG00000149262	INTS4	-4.75e-02	2.30e-01
ENSG00000104442	ARMC1	 4.16e-02	2.30e-01
ENSG00000135127	CCDC64	 2.37e-01	2.30e-01
ENSG00000163814	CDCP1	-2.21e-01	2.30e-01
ENSG00000135390	ATP5G2	-5.57e-02	2.30e-01
ENSG00000130226	DPP6	 2.85e-01	2.30e-01
ENSG00000129473	BCL2L2	 4.51e-02	2.30e-01
ENSG00000125814	NAPB	-6.62e-02	2.30e-01
ENSG00000136891	TEX10	 4.39e-02	2.30e-01
ENSG00000137434	C6orf52	-2.38e-01	2.30e-01
ENSG00000099953	MMP11	-1.36e-01	2.30e-01
ENSG00000184990	SIVA1	 9.67e-02	2.30e-01
ENSG00000168615	ADAM9	 6.23e-02	2.30e-01
ENSG00000106686	SPATA6L	 1.27e-01	2.30e-01
ENSG00000128951	DUT	-5.09e-02	2.30e-01
ENSG00000153989	NUS1	-4.26e-02	2.31e-01
ENSG00000081177	EXD2	-6.13e-02	2.31e-01
ENSG00000158373	HIST1H2BD	 1.14e-01	2.31e-01
ENSG00000203896	LIME1	-1.08e-01	2.31e-01
ENSG00000148019	CEP78	-6.05e-02	2.31e-01
ENSG00000109861	CTSC	-1.12e-01	2.31e-01
ENSG00000113924	HGD	 2.50e-01	2.31e-01
ENSG00000008513	ST3GAL1	 9.74e-02	2.31e-01
ENSG00000166847	DCTN5	 3.05e-02	2.31e-01
ENSG00000214376	VSTM5	-2.06e-01	2.31e-01
ENSG00000164687	FABP5	 1.18e-01	2.31e-01
ENSG00000203883	SOX18	-1.84e-01	2.31e-01
ENSG00000175356	SCUBE2	-2.28e-01	2.31e-01
ENSG00000250151	ARPC4-TTLL3	 1.04e-01	2.31e-01
ENSG00000104635	SLC39A14	 1.14e-01	2.31e-01
ENSG00000141622	RNF165	-1.54e-01	2.32e-01
ENSG00000174437	ATP2A2	-1.34e-01	2.32e-01
ENSG00000158555	GDPD5	 6.99e-02	2.32e-01
ENSG00000115541	HSPE1	-9.00e-02	2.32e-01
ENSG00000044446	PHKA2	-7.68e-02	2.32e-01
ENSG00000101955	SRPX	-1.85e-01	2.32e-01
ENSG00000232434	C9orf172	-1.35e-01	2.32e-01
ENSG00000162298	SYVN1	 6.22e-02	2.32e-01
ENSG00000197265	GTF2E2	 5.30e-02	2.32e-01
ENSG00000188672	RHCE	 2.97e-01	2.32e-01
ENSG00000159593	NAE1	 4.42e-02	2.32e-01
ENSG00000069849	ATP1B3	 8.44e-02	2.32e-01
ENSG00000163704	PRRT3	 1.38e-01	2.32e-01
ENSG00000159761	C16orf86	 9.45e-02	2.32e-01
ENSG00000160712	IL6R	 1.31e-01	2.32e-01
ENSG00000281991	TMEM265	-2.89e-01	2.32e-01
ENSG00000138379	MSTN	-3.25e-01	2.32e-01
ENSG00000056586	RC3H2	-2.87e-02	2.32e-01
ENSG00000119771	KLHL29	 1.52e-01	2.33e-01
ENSG00000237541	HLA-DQA2	-8.66e-01	2.33e-01
ENSG00000100380	ST13	 5.22e-02	2.33e-01
ENSG00000203724	C1orf53	 1.42e-01	2.33e-01
ENSG00000161939	RNASEK-C17orf49	 1.78e-01	2.33e-01
ENSG00000182759	MAFA	 1.91e-01	2.33e-01
ENSG00000113593	PPWD1	-4.83e-02	2.33e-01
ENSG00000125447	GGA3	 5.27e-02	2.33e-01
ENSG00000158887	MPZ	-3.12e-01	2.33e-01
ENSG00000135903	PAX3	 1.38e-01	2.33e-01
ENSG00000168004	HRASLS5	-3.87e-01	2.33e-01
ENSG00000136271	DDX56	 4.24e-02	2.33e-01
ENSG00000167797	CDK2AP2	 1.05e-01	2.33e-01
ENSG00000069509	FUNDC1	-7.98e-02	2.33e-01
ENSG00000127951	FGL2	-1.51e-01	2.33e-01
ENSG00000259522	RP11-468E2.2	 3.48e-01	2.33e-01
ENSG00000115339	GALNT3	 1.57e-01	2.34e-01
ENSG00000269226	RP11-722G7.1	-1.24e-01	2.34e-01
ENSG00000087237	CETP	-2.73e-01	2.34e-01
ENSG00000176454	LPCAT4	-9.25e-02	2.34e-01
ENSG00000075618	FSCN1	-1.57e-01	2.34e-01
ENSG00000154548	SRSF12	 2.82e-01	2.34e-01
ENSG00000196242	OR2C3	-4.33e-01	2.34e-01
ENSG00000165633	VSTM4	-1.03e-01	2.34e-01
ENSG00000153707	PTPRD	-1.97e-01	2.34e-01
ENSG00000213676	ATF6B	-6.57e-02	2.34e-01
ENSG00000081277	PKP1	-2.68e-01	2.34e-01
ENSG00000137959	IFI44L	 1.65e-01	2.34e-01
ENSG00000100918	REC8	 1.06e-01	2.35e-01
ENSG00000132640	BTBD3	-6.58e-02	2.35e-01
ENSG00000186188	FFAR4	-4.56e-01	2.35e-01
ENSG00000186814	ZSCAN30	-6.03e-02	2.35e-01
ENSG00000116095	PLEKHA3	-4.72e-02	2.35e-01
ENSG00000175224	ATG13	 4.11e-02	2.35e-01
ENSG00000142731	PLK4	-1.43e-01	2.35e-01
ENSG00000170266	GLB1	 4.59e-02	2.35e-01
ENSG00000143867	OSR1	 1.79e-01	2.35e-01
ENSG00000095777	MYO3A	-3.46e-01	2.35e-01
ENSG00000119321	FKBP15	 4.01e-02	2.35e-01
ENSG00000157343	ARMC12	 1.99e-01	2.35e-01
ENSG00000173588	CCDC41	-4.67e-02	2.36e-01
ENSG00000158636	EMSY	-4.94e-02	2.36e-01
ENSG00000117115	PADI2	 1.03e-01	2.36e-01
ENSG00000212916	MAP10	 1.02e-01	2.36e-01
ENSG00000064886	CHI3L2	-3.08e-01	2.36e-01
ENSG00000144485	HES6	 2.58e-01	2.36e-01
ENSG00000179010	MRFAP1	 4.10e-02	2.36e-01
ENSG00000133962	CATSPERB	 2.49e-01	2.36e-01
ENSG00000118785	SPP1	-8.11e-01	2.36e-01
ENSG00000137804	NUSAP1	 1.25e-01	2.36e-01
ENSG00000099194	SCD	-5.66e-01	2.36e-01
ENSG00000157181	C1orf27	-3.83e-02	2.36e-01
ENSG00000089169	RPH3A	 4.72e-01	2.36e-01
ENSG00000163659	TIPARP	 7.41e-02	2.36e-01
ENSG00000117114	ADGRL2	-1.14e-01	2.36e-01
ENSG00000213920	MDP1	 8.43e-02	2.36e-01
ENSG00000153157	SYCP2L	-1.61e-01	2.37e-01
ENSG00000168496	FEN1	 6.38e-02	2.37e-01
ENSG00000120156	TEK	-8.67e-02	2.37e-01
ENSG00000177868	SVBP	 1.03e-01	2.37e-01
ENSG00000049245	VAMP3	 3.50e-02	2.37e-01
ENSG00000119915	ELOVL3	-2.23e-01	2.37e-01
ENSG00000115306	SPTBN1	-8.02e-02	2.37e-01
ENSG00000052126	PLEKHA5	-1.22e-01	2.37e-01
ENSG00000072952	MRVI1	-1.52e-01	2.37e-01
ENSG00000171033	PKIA	-6.22e-02	2.37e-01
ENSG00000138095	LRPPRC	-6.14e-02	2.38e-01
ENSG00000196196	HRCT1	-2.25e-01	2.38e-01
ENSG00000135446	CDK4	 4.79e-02	2.38e-01
ENSG00000273155	RP11-38C17.1	-2.77e-01	2.38e-01
ENSG00000102393	GLA	 6.04e-02	2.38e-01
ENSG00000126950	TMEM35	-2.08e-01	2.38e-01
ENSG00000154545	MAGED4	-5.01e-01	2.38e-01
ENSG00000122224	LY9	 2.88e-01	2.38e-01
ENSG00000171940	ZNF217	-7.32e-02	2.38e-01
ENSG00000197343	ZNF655	-4.61e-02	2.38e-01
ENSG00000132429	POPDC3	 8.04e-02	2.38e-01
ENSG00000173275	ZNF449	-6.96e-02	2.38e-01
ENSG00000198521	ZNF43	-9.17e-02	2.38e-01
ENSG00000121270	ABCC11	 2.26e-01	2.38e-01
ENSG00000117090	SLAMF1	 2.67e-01	2.38e-01
ENSG00000139780	METTL21C	 5.25e-01	2.38e-01
ENSG00000188158	NHS	-1.72e-01	2.38e-01
ENSG00000137561	TTPA	 2.46e-01	2.38e-01
ENSG00000086570	FAT2	 3.70e-01	2.38e-01
ENSG00000159618	ADGRG5	 2.96e-01	2.38e-01
ENSG00000081237	PTPRC	 1.89e-01	2.38e-01
ENSG00000105821	DNAJC2	 4.56e-02	2.38e-01
ENSG00000100796	SMEK1	-3.47e-02	2.38e-01
ENSG00000127184	COX7C	-7.54e-02	2.39e-01
ENSG00000006377	DLX6	 2.58e-01	2.39e-01
ENSG00000154134	ROBO3	-1.35e-01	2.39e-01
ENSG00000133142	TCEAL4	 4.95e-02	2.39e-01
ENSG00000013561	RNF14	-5.49e-02	2.39e-01
ENSG00000081154	PCNP	 2.99e-02	2.39e-01
ENSG00000134802	SLC43A3	-8.82e-02	2.39e-01
ENSG00000173473	SMARCC1	 8.20e-02	2.39e-01
ENSG00000051596	THOC3	-1.06e-01	2.39e-01
ENSG00000176024	ZNF613	-5.70e-02	2.39e-01
ENSG00000182218	HHIPL1	-8.50e-02	2.39e-01
ENSG00000179222	MAGED1	-7.27e-02	2.39e-01
ENSG00000163909	HEYL	 1.60e-01	2.39e-01
ENSG00000082781	ITGB5	 7.19e-02	2.39e-01
ENSG00000166578	IQCD	-1.86e-01	2.40e-01
ENSG00000007944	MYLIP	-6.98e-02	2.40e-01
ENSG00000204394	VARS	 7.88e-02	2.40e-01
ENSG00000132321	IQCA1	-2.00e-01	2.40e-01
ENSG00000108010	GLRX3	-4.03e-02	2.40e-01
ENSG00000157833	GAREM2	 1.81e-01	2.40e-01
ENSG00000113712	CSNK1A1	 5.61e-02	2.40e-01
ENSG00000078053	AMPH	-1.10e-01	2.40e-01
ENSG00000113595	TRIM23	-4.63e-02	2.40e-01
ENSG00000033178	UBA6	-3.42e-02	2.40e-01
ENSG00000139323	POC1B	 4.72e-02	2.40e-01
ENSG00000083812	ZNF324	-6.51e-02	2.40e-01
ENSG00000101546	RBFA	-5.23e-02	2.40e-01
ENSG00000101457	DNTTIP1	 9.20e-02	2.40e-01
ENSG00000117360	PRPF3	-6.46e-02	2.40e-01
ENSG00000140987	ZSCAN32	 5.21e-02	2.40e-01
ENSG00000086475	SEPHS1	-3.98e-02	2.40e-01
ENSG00000087269	NOP14	 4.19e-02	2.40e-01
ENSG00000143603	KCNN3	-1.80e-01	2.40e-01
ENSG00000101938	CHRDL1	-2.12e-01	2.40e-01
ENSG00000136699	SMPD4	-3.98e-02	2.40e-01
ENSG00000243943	ZNF512	-5.48e-02	2.40e-01
ENSG00000077522	ACTN2	 8.72e-02	2.40e-01
ENSG00000137720	C11orf1	 8.15e-02	2.40e-01
ENSG00000136244	IL6	 2.76e-01	2.40e-01
ENSG00000077984	CST7	 2.77e-01	2.40e-01
ENSG00000159445	THEM4	 5.60e-02	2.41e-01
ENSG00000158669	AGPAT6	 4.61e-02	2.41e-01
ENSG00000132932	ATP8A2	-3.01e-01	2.41e-01
ENSG00000197142	ACSL5	-7.43e-02	2.41e-01
ENSG00000277758	ABC7-42404400C24.1	-1.71e-01	2.41e-01
ENSG00000143013	LMO4	 9.24e-02	2.41e-01
ENSG00000196782	MAML3	-1.00e-01	2.41e-01
ENSG00000149295	DRD2	-1.66e-01	2.41e-01
ENSG00000123739	PLA2G12A	-6.38e-02	2.41e-01
ENSG00000080298	RFX3	-8.67e-02	2.41e-01
ENSG00000204520	MICA	-1.22e-01	2.41e-01
ENSG00000053524	MCF2L2	 1.48e-01	2.41e-01
ENSG00000177239	MAN1B1	-5.96e-02	2.41e-01
ENSG00000170364	SETMAR	-6.73e-02	2.41e-01
ENSG00000152192	POU4F1	-2.68e-01	2.41e-01
ENSG00000165233	CARD19	 6.90e-02	2.42e-01
ENSG00000077458	FAM76B	-5.03e-02	2.42e-01
ENSG00000131725	WDR44	 3.29e-02	2.42e-01
ENSG00000014641	MDH1	-1.34e-01	2.42e-01
ENSG00000157502	MUM1L1	 1.00e-01	2.42e-01
ENSG00000100139	MICALL1	 6.11e-02	2.42e-01
ENSG00000142611	PRDM16	-2.56e-01	2.42e-01
ENSG00000197006	METTL9	 4.42e-02	2.42e-01
ENSG00000122406	RPL5	-4.38e-02	2.42e-01
ENSG00000158813	EDA	-8.35e-02	2.42e-01
ENSG00000196208	GREB1	-1.63e-01	2.42e-01
ENSG00000179133	C10orf67	 3.70e-01	2.42e-01
ENSG00000112297	AIM1	-1.05e-01	2.42e-01
ENSG00000140386	SCAPER	-6.15e-02	2.42e-01
ENSG00000198932	GPRASP1	-8.43e-02	2.42e-01
ENSG00000156453	PCDH1	-9.31e-02	2.42e-01
ENSG00000166793	YPEL4	 1.69e-01	2.42e-01
ENSG00000114520	SNX4	 4.15e-02	2.43e-01
ENSG00000198108	CHSY3	 1.25e-01	2.43e-01
ENSG00000164056	SPRY1	 7.20e-02	2.43e-01
ENSG00000165171	WBSCR27	 2.54e-01	2.43e-01
ENSG00000088808	PPP1R13B	 6.05e-02	2.43e-01
ENSG00000269533	AC003002.6	 1.98e-01	2.43e-01
ENSG00000141179	PCTP	 6.85e-02	2.43e-01
ENSG00000148334	PTGES2	-8.36e-02	2.43e-01
ENSG00000117399	CDC20	-3.13e-01	2.43e-01
ENSG00000172113	NME6	-5.03e-02	2.43e-01
ENSG00000189077	TMEM120A	-1.60e-01	2.43e-01
ENSG00000073756	PTGS2	-2.37e-01	2.43e-01
ENSG00000100373	UPK3A	 2.75e-01	2.43e-01
ENSG00000203872	C6orf163	-1.25e-01	2.43e-01
ENSG00000121481	RNF2	 5.06e-02	2.43e-01
ENSG00000157103	SLC6A1	-1.19e-01	2.43e-01
ENSG00000169570	DTWD2	-6.53e-02	2.43e-01
ENSG00000151498	ACAD8	-4.95e-02	2.43e-01
ENSG00000128607	KLHDC10	-3.62e-02	2.43e-01
ENSG00000152208	GRID2	-4.43e-01	2.44e-01
ENSG00000083067	TRPM3	-2.13e-01	2.44e-01
ENSG00000261832	RP11-435I10.4	-1.52e-01	2.44e-01
ENSG00000153896	ZNF599	-5.88e-02	2.44e-01
ENSG00000146858	ZC3HAV1L	 8.04e-02	2.44e-01
ENSG00000139083	ETV6	-1.04e-01	2.44e-01
ENSG00000163738	MTHFD2L	 5.51e-02	2.44e-01
ENSG00000162378	ZYG11B	-6.27e-02	2.44e-01
ENSG00000105197	TIMM50	-5.88e-02	2.44e-01
ENSG00000168917	SLC35G2	 9.58e-02	2.44e-01
ENSG00000255508	RP11-864I4.1	-9.73e-02	2.44e-01
ENSG00000168906	MAT2A	 6.21e-02	2.44e-01
ENSG00000167977	KCTD5	 6.14e-02	2.44e-01
ENSG00000118162	KPTN	-1.12e-01	2.44e-01
ENSG00000108107	RPL28	 4.97e-02	2.44e-01
ENSG00000167283	ATP5L	-9.16e-02	2.44e-01
ENSG00000153044	CENPH	 7.71e-02	2.44e-01
ENSG00000163539	CLASP2	-4.22e-02	2.44e-01
ENSG00000103249	CLCN7	 6.31e-02	2.44e-01
ENSG00000185262	UBALD2	-1.15e-01	2.45e-01
ENSG00000183751	TBL3	 6.63e-02	2.45e-01
ENSG00000100027	YPEL1	-1.34e-01	2.45e-01
ENSG00000135093	USP30	 5.83e-02	2.45e-01
ENSG00000205436	EXOC3L4	-1.95e-01	2.45e-01
ENSG00000141551	CSNK1D	 5.85e-02	2.45e-01
ENSG00000256294	ZNF225	-6.57e-02	2.45e-01
ENSG00000164338	UTP15	 5.05e-02	2.45e-01
ENSG00000109321	AREG	 4.69e-01	2.45e-01
ENSG00000172578	KLHL6	-1.15e-01	2.45e-01
ENSG00000077549	CAPZB	 3.18e-02	2.45e-01
ENSG00000198814	GK	-1.07e-01	2.45e-01
ENSG00000196497	IPO4	 5.93e-02	2.45e-01
ENSG00000231256	C17orf105	 2.86e-01	2.46e-01
ENSG00000166046	TCP11L2	-6.18e-02	2.46e-01
ENSG00000169660	HEXDC	-6.35e-02	2.46e-01
ENSG00000132589	FLOT2	 4.71e-02	2.46e-01
ENSG00000124721	DNAH8	 2.88e-01	2.46e-01
ENSG00000118960	HS1BP3	-5.12e-02	2.46e-01
ENSG00000118620	ZNF430	-7.83e-02	2.46e-01
ENSG00000177570	SAMD12	-1.44e-01	2.46e-01
ENSG00000115592	PRKAG3	 2.16e-01	2.46e-01
ENSG00000160124	CCDC58	-8.56e-02	2.46e-01
ENSG00000108370	RGS9	 1.61e-01	2.46e-01
ENSG00000120327	PCDHB14	-1.43e-01	2.46e-01
ENSG00000141503	MINK1	-6.34e-02	2.47e-01
ENSG00000100599	RIN3	 1.00e-01	2.47e-01
ENSG00000180828	BHLHE22	-2.66e-01	2.47e-01
ENSG00000130517	PGPEP1	-6.77e-02	2.47e-01
ENSG00000174137	FAM53A	 1.35e-01	2.47e-01
ENSG00000167604	NFKBID	-1.13e-01	2.47e-01
ENSG00000183814	LIN9	-9.81e-02	2.47e-01
ENSG00000173137	ADCK5	 6.89e-02	2.47e-01
